spliceName	chrom	strand	start	end	CT
ENSRNOG00000008079:J015	chr14	-	106209926	106215214	161
ENSRNOG00000008079:J016	chr14	-	106215457	106216109	155
ENSRNOG00000008079:J017	chr14	-	106216307	106217177	107
ENSRNOG00000008079:J018	chr14	-	106217475	106218689	207
ENSRNOG00000008079:J019	chr14	-	106218823	106219895	133
ENSRNOG00000008079:J020	chr14	-	106220081	106232394	100
ENSRNOG00000008079:J021	chr14	-	106232502	106233273	202
ENSRNOG00000008079:J022	chr14	-	106233401	106248272	8
ENSRNOG00000008079:J023	chr14	-	106233402	106234232	0
ENSRNOG00000008103:J010	chr14	-	106379270	106379882	2703
ENSRNOG00000008103:J011	chr14	-	106379972	106380613	2108
ENSRNOG00000008103:J012	chr14	-	106380727	106381150	1391
ENSRNOG00000008103:J013	chr14	-	106381327	106384361	2430
ENSRNOG00000008103:J014	chr14	-	106384484	106385958	3640
ENSRNOG00000008103:J015	chr14	-	106386134	106387706	1294
ENSRNOG00000008103:J016	chr14	-	106387803	106388478	1610
ENSRNOG00000008103:J017	chr14	-	106388577	106393562	932
ENSRNOG00000008182:J010	chr14	+	80248708	80256521	1
ENSRNOG00000008182:J011	chr14	+	80256621	80259896	4
ENSRNOG00000008182:J012	chr14	+	80260119	80262160	4
ENSRNOG00000008182:J013	chr14	+	80262355	80262884	1
ENSRNOG00000008182:J014	chr14	+	80262917	80264280	2
ENSRNOG00000008182:J015	chr14	+	80264395	80273138	3
ENSRNOG00000008182:J016	chr14	+	80273187	80274499	2
ENSRNOG00000008182:J017	chr14	+	80274595	80275474	1
ENSRNOG00000008374:J011	chr14	+	85113691	85127073	17
ENSRNOG00000008374:J012	chr14	+	85127201	85127409	39
ENSRNOG00000008374:J013	chr14	+	85127455	85127702	29
ENSRNOG00000008374:J014	chr14	+	85127797	85132170	25
ENSRNOG00000008374:J015	chr14	+	85132241	85132386	37
ENSRNOG00000008374:J016	chr14	+	85132527	85132801	65
ENSRNOG00000008374:J017	chr14	+	85132833	85133142	41
ENSRNOG00000008374:J018	chr14	+	85133237	85134648	20
ENSRNOG00000008374:J019	chr14	+	85134732	85136376	28
ENSRNOG00000008421:J012	chr14	-	44806380	44808767	9
ENSRNOG00000008421:J013	chr14	-	44808939	44810426	13
ENSRNOG00000008421:J014	chr14	-	44810639	44812082	7
ENSRNOG00000008421:J015	chr14	-	44812245	44814305	4
ENSRNOG00000008421:J016	chr14	-	44814530	44818560	20
ENSRNOG00000008421:J017	chr14	-	44818747	44826031	14
ENSRNOG00000008421:J018	chr14	-	44826244	44830564	19
ENSRNOG00000008421:J019	chr14	-	44830761	44831962	15
ENSRNOG00000008421:J020	chr14	-	44832099	44833925	10
ENSRNOG00000008421:J021	chr14	-	44834108	44844646	0
ENSRNOG00000008456:J020	chr14	+	85142394	85143902	102
ENSRNOG00000008456:J021	chr14	+	85144046	85144920	54
ENSRNOG00000008456:J022	chr14	+	85145034	85145171	35
ENSRNOG00000008456:J023	chr14	+	85145269	85147054	30
ENSRNOG00000008456:J024	chr14	+	85147201	85148882	43
ENSRNOG00000008456:J025	chr14	+	85148997	85152843	60
ENSRNOG00000008456:J026	chr14	+	85152976	85154985	27
ENSRNOG00000008456:J027	chr14	+	85155063	85157028	37
ENSRNOG00000008456:J028	chr14	+	85157069	85157300	3
ENSRNOG00000008456:J029	chr14	+	85157397	85157970	55
ENSRNOG00000008456:J030	chr14	+	85158079	85160690	25
ENSRNOG00000008456:J031	chr14	+	85160792	85162356	38
ENSRNOG00000008456:J032	chr14	+	85162453	85162998	47
ENSRNOG00000008456:J033	chr14	+	85163113	85164553	32
ENSRNOG00000008456:J034	chr14	+	85164657	85164770	46
ENSRNOG00000008456:J035	chr14	+	85164858	85167635	36
ENSRNOG00000008456:J036	chr14	+	85167751	85168869	32
ENSRNOG00000008456:J037	chr14	+	85169060	85171534	68
ENSRNOG00000008474:J021	chr14	-	80315006	80317181	5
ENSRNOG00000008474:J022	chr14	-	80317268	80317917	11
ENSRNOG00000008474:J023	chr14	-	80317985	80318553	9
ENSRNOG00000008474:J024	chr14	-	80318728	80319766	9
ENSRNOG00000008474:J025	chr14	-	80319882	80321569	8
ENSRNOG00000008474:J026	chr14	-	80321683	80322160	15
ENSRNOG00000008474:J027	chr14	-	80322283	80327721	18
ENSRNOG00000008474:J028	chr14	-	80327812	80327814	0
ENSRNOG00000008474:J029	chr14	-	80327842	80328846	10
ENSRNOG00000008474:J030	chr14	-	80328878	80328879	0
ENSRNOG00000008474:J031	chr14	-	80328969	80330393	23
ENSRNOG00000008474:J032	chr14	-	80330576	80332273	10
ENSRNOG00000008474:J033	chr14	-	80332370	80336323	11
ENSRNOG00000008474:J034	chr14	-	80336412	80338082	7
ENSRNOG00000008474:J035	chr14	-	80338226	80341275	11
ENSRNOG00000008474:J036	chr14	-	80341365	80341806	7
ENSRNOG00000008474:J037	chr14	-	80341881	80342164	11
ENSRNOG00000008474:J038	chr14	-	80342398	80342733	14
ENSRNOG00000008474:J039	chr14	-	80342888	80355393	9
ENSRNOG00000008716:J005	chr14	-	85184154	85187205	9
ENSRNOG00000008716:J006	chr14	-	85187330	85188460	11
ENSRNOG00000008716:J007	chr14	-	85188660	85190622	3
ENSRNOG00000008786:J025	chr14	+	85230786	85250043	84
ENSRNOG00000008786:J026	chr14	+	85250106	85253137	341
ENSRNOG00000008786:J027	chr14	+	85253243	85255627	183
ENSRNOG00000008786:J028	chr14	+	85255763	85256610	212
ENSRNOG00000008786:J029	chr14	+	85256856	85258399	242
ENSRNOG00000008786:J030	chr14	+	85258590	85259430	69
ENSRNOG00000008786:J031	chr14	+	85259652	85261994	162
ENSRNOG00000008786:J032	chr14	+	85262115	85263229	182
ENSRNOG00000008786:J033	chr14	+	85263325	85264208	103
ENSRNOG00000008786:J034	chr14	+	85264324	85264941	127
ENSRNOG00000008786:J035	chr14	+	85265107	85269909	96
ENSRNOG00000008786:J036	chr14	+	85270008	85270595	130
ENSRNOG00000008786:J037	chr14	+	85270855	85271398	95
ENSRNOG00000008786:J038	chr14	+	85271600	85272217	47
ENSRNOG00000008786:J039	chr14	+	85271600	85272690	43
ENSRNOG00000008786:J040	chr14	+	85272238	85272690	52
ENSRNOG00000008786:J041	chr14	+	85272843	85276463	57
ENSRNOG00000008786:J042	chr14	+	85276609	85278167	162
ENSRNOG00000008786:J043	chr14	+	85278297	85278536	215
ENSRNOG00000008786:J044	chr14	+	85278621	85279077	184
ENSRNOG00000008786:J045	chr14	+	85279164	85279248	107
ENSRNOG00000008786:J046	chr14	+	85279403	85280787	103
ENSRNOG00000008898:J012	chr14	+	80361994	80362353	4
ENSRNOG00000008898:J013	chr14	+	80362468	80363656	0
ENSRNOG00000008898:J014	chr14	+	80363876	80365537	3
ENSRNOG00000008898:J015	chr14	+	80365606	80366495	3
ENSRNOG00000008898:J016	chr14	+	80366603	80367266	7
ENSRNOG00000008898:J017	chr14	+	80367338	80369716	6
ENSRNOG00000008898:J018	chr14	+	80369823	80370747	4
ENSRNOG00000008898:J019	chr14	+	80370931	80371769	3
ENSRNOG00000008898:J020	chr14	+	80372208	80373876	3
ENSRNOG00000008898:J021	chr14	+	80373993	80378176	1
ENSRNOG00000008917:J026	chr14	-	106872451	106872657	19
ENSRNOG00000008917:J027	chr14	-	106872772	106878763	18
ENSRNOG00000008917:J028	chr14	-	106878837	106880065	15
ENSRNOG00000008917:J029	chr14	-	106880165	106916020	18
ENSRNOG00000008917:J030	chr14	-	106916144	106918802	15
ENSRNOG00000008917:J031	chr14	-	106918909	106919064	29
ENSRNOG00000008917:J032	chr14	-	106919203	106921498	25
ENSRNOG00000008917:J033	chr14	-	106921623	106925153	0
ENSRNOG00000008917:J034	chr14	-	106925261	106930791	0
ENSRNOG00000008917:J035	chr14	-	106930939	106951776	1
ENSRNOG00000008917:J036	chr14	-	106951920	106957460	12
ENSRNOG00000008917:J037	chr14	-	106958345	106962299	31
ENSRNOG00000008917:J038	chr14	-	106962348	106962928	31
ENSRNOG00000008917:J039	chr14	-	106963107	106994180	21
ENSRNOG00000008917:J040	chr14	-	106994385	107003701	27
ENSRNOG00000008917:J041	chr14	-	107003864	107008118	48
ENSRNOG00000008917:J042	chr14	-	107008241	107008816	20
ENSRNOG00000008917:J043	chr14	-	107008921	107022446	13
ENSRNOG00000008917:J044	chr14	-	107022586	107026449	24
ENSRNOG00000008917:J045	chr14	-	107026631	107076327	20
ENSRNOG00000008917:J046	chr14	-	107076381	107083602	20
ENSRNOG00000008917:J047	chr14	-	107083698	107092128	10
ENSRNOG00000008917:J048	chr14	-	107092186	107123908	12
ENSRNOG00000008917:J049	chr14	-	107124319	107160020	0
ENSRNOG00000008947:J012	chr14	+	80403141	80408845	0
ENSRNOG00000008947:J013	chr14	+	80408878	80410775	0
ENSRNOG00000008947:J014	chr14	+	80411150	80413211	2
ENSRNOG00000008947:J015	chr14	+	80413424	80415743	1
ENSRNOG00000008947:J016	chr14	+	80415940	80416521	1
ENSRNOG00000008947:J017	chr14	+	80416683	80417214	0
ENSRNOG00000008947:J018	chr14	+	80417373	80420084	2
ENSRNOG00000008947:J019	chr14	+	80420220	80421520	1
ENSRNOG00000008947:J020	chr14	+	80421660	80424657	3
ENSRNOG00000008947:J021	chr14	+	80424757	80425734	7
ENSRNOG00000008951:J006	chr14	+	85311588	85312270	0
ENSRNOG00000008951:J007	chr14	+	85312093	85312270	0
ENSRNOG00000008951:J008	chr14	+	85312395	85312623	1
ENSRNOG00000009040:J008	chr14	-	85309790	85314986	0
ENSRNOG00000009040:J009	chr14	-	85315158	85315246	5
ENSRNOG00000009040:J010	chr14	-	85315343	85315424	8
ENSRNOG00000009040:J011	chr14	-	85315532	85316728	2
ENSRNOG00000009040:J012	chr14	-	85317381	85317726	0
ENSRNOG00000009040:J013	chr14	-	85317984	85318105	0
ENSRNOG00000009154:J003	chr14	-	80541700	80543966	0
ENSRNOG00000009220:J006	chr14	+	107268545	107302803	0
ENSRNOG00000009220:J007	chr14	+	107303251	107306242	10
ENSRNOG00000009220:J008	chr14	+	107306346	107306482	12
ENSRNOG00000009220:J009	chr14	+	107306596	107307386	16
ENSRNOG00000009240:J003	chr14	+	107349723	107349823	0
ENSRNOG00000009267:J004	chr14	-	107594869	107616241	7
ENSRNOG00000009267:J005	chr14	-	107616436	107616956	0
ENSRNOG00000009281:J004	chr14	-	107664613	107728611	99
ENSRNOG00000009281:J005	chr14	-	107728893	107759645	43
ENSRNOG00000009313:J009	chr14	+	80911526	80914439	65
ENSRNOG00000009313:J010	chr14	+	80914584	80917740	77
ENSRNOG00000009313:J011	chr14	+	80917862	80918747	96
ENSRNOG00000009313:J012	chr14	+	80918868	80919310	164
ENSRNOG00000009313:J013	chr14	+	80919469	80920462	83
ENSRNOG00000009313:J014	chr14	+	80920545	80921505	119
ENSRNOG00000009313:J015	chr14	+	80921682	80922929	59
ENSRNOG00000009437:J021	chr14	-	85322515	85322639	2
ENSRNOG00000009437:J022	chr14	-	85322892	85323039	0
ENSRNOG00000009437:J023	chr14	-	85323137	85323370	0
ENSRNOG00000009437:J024	chr14	-	85323533	85323898	0
ENSRNOG00000009437:J025	chr14	-	85324021	85325204	1
ENSRNOG00000009437:J026	chr14	-	85325334	85329485	2
ENSRNOG00000009437:J027	chr14	-	85329604	85329988	0
ENSRNOG00000009437:J028	chr14	-	85330021	85330550	1
ENSRNOG00000009437:J029	chr14	-	85330585	85333344	1
ENSRNOG00000009437:J030	chr14	-	85333525	85334627	2
ENSRNOG00000009437:J031	chr14	-	85334839	85337375	1
ENSRNOG00000009437:J032	chr14	-	85337543	85339451	2
ENSRNOG00000009437:J033	chr14	-	85339638	85343256	0
ENSRNOG00000009437:J034	chr14	-	85339638	85343645	0
ENSRNOG00000009437:J035	chr14	-	85343274	85343645	0
ENSRNOG00000009437:J036	chr14	-	85343769	85345752	2
ENSRNOG00000009437:J037	chr14	-	85345804	85345927	12
ENSRNOG00000009437:J038	chr14	-	85345964	85350737	14
ENSRNOG00000009572:J015	chr14	-	80967153	80967900	0
ENSRNOG00000009572:J016	chr14	-	80968049	80968140	0
ENSRNOG00000009572:J017	chr14	-	80968281	80968513	0
ENSRNOG00000009572:J018	chr14	-	80968653	80969641	0
ENSRNOG00000009572:J019	chr14	-	80969897	80970306	0
ENSRNOG00000009572:J020	chr14	-	80970392	80970616	0
ENSRNOG00000009572:J021	chr14	-	80970791	80970887	0
ENSRNOG00000009572:J022	chr14	-	80970998	80971174	0
ENSRNOG00000009572:J023	chr14	-	80971306	80971447	0
ENSRNOG00000009572:J024	chr14	-	80971570	80972125	0
ENSRNOG00000009572:J025	chr14	-	80972205	80972394	0
ENSRNOG00000009572:J026	chr14	-	80972491	80972599	0
ENSRNOG00000009572:J027	chr14	-	80972780	80973337	0
ENSRNOG00000009642:J015	chr14	+	107767652	107770064	99
ENSRNOG00000009642:J016	chr14	+	107770117	107771083	183
ENSRNOG00000009642:J017	chr14	+	107771173	107771615	215
ENSRNOG00000009642:J018	chr14	+	107771724	107772389	312
ENSRNOG00000009642:J019	chr14	+	107772532	107774865	115
ENSRNOG00000009642:J020	chr14	+	107774987	107775368	135
ENSRNOG00000009642:J021	chr14	+	107775501	107776550	110
ENSRNOG00000009642:J022	chr14	+	107776690	107777303	121
ENSRNOG00000009642:J023	chr14	+	107777400	107777786	175
ENSRNOG00000009642:J024	chr14	+	107777897	107777991	238
ENSRNOG00000009642:J025	chr14	+	107778122	107778735	112
ENSRNOG00000009642:J026	chr14	+	107778970	107779636	171
ENSRNOG00000009642:J027	chr14	+	107779750	107779899	160
ENSRNOG00000009881:J008	chr14	+	107785285	107791905	6
ENSRNOG00000009881:J009	chr14	+	107792123	107794185	23
ENSRNOG00000009881:J010	chr14	+	107795316	107797813	2
ENSRNOG00000009881:J011	chr14	+	107797841	107797843	0
ENSRNOG00000009935:J025	chr14	+	108008172	108013274	56
ENSRNOG00000009935:J026	chr14	+	108013406	108017345	117
ENSRNOG00000009935:J027	chr14	+	108017447	108020755	64
ENSRNOG00000009935:J028	chr14	+	108020828	108027959	59
ENSRNOG00000009935:J029	chr14	+	108028021	108028635	71
ENSRNOG00000009935:J030	chr14	+	108028680	108029995	88
ENSRNOG00000009935:J031	chr14	+	108030177	108030395	139
ENSRNOG00000009935:J032	chr14	+	108030444	108030524	159
ENSRNOG00000009935:J033	chr14	+	108030644	108033491	52
ENSRNOG00000009935:J034	chr14	+	108033620	108034072	90
ENSRNOG00000009935:J035	chr14	+	108034231	108036308	43
ENSRNOG00000009935:J036	chr14	+	108036506	108037182	98
ENSRNOG00000009935:J037	chr14	+	108037321	108037506	79
ENSRNOG00000009935:J038	chr14	+	108037845	108037940	126
ENSRNOG00000009935:J039	chr14	+	108038104	108038689	164
ENSRNOG00000009935:J040	chr14	+	108038824	108039695	150
ENSRNOG00000009935:J041	chr14	+	108039879	108040344	75
ENSRNOG00000009935:J042	chr14	+	108040451	108042537	45
ENSRNOG00000009935:J043	chr14	+	108042732	108043656	131
ENSRNOG00000009935:J044	chr14	+	108043825	108046533	53
ENSRNOG00000009935:J045	chr14	+	108046668	108046751	128
ENSRNOG00000009935:J046	chr14	+	108046911	108047315	74
ENSRNOG00000009935:J047	chr14	+	108047412	108048803	142
ENSRNOG00000010298:J007	chr14	+	85753965	85754711	21
ENSRNOG00000010298:J008	chr14	+	85754808	85756261	38
ENSRNOG00000010298:J009	chr14	+	85756396	85757133	16
ENSRNOG00000010298:J010	chr14	+	85757176	85757202	0
ENSRNOG00000010298:J011	chr14	+	85757279	85757587	30
ENSRNOG00000010598:J005	chr14	+	75852252	75880303	0
ENSRNOG00000010706:J006	chr14	-	85764974	85767415	18
ENSRNOG00000010706:J007	chr14	-	85767553	85768028	15
ENSRNOG00000010706:J008	chr14	-	85768253	85772076	4
ENSRNOG00000010706:J009	chr14	-	85772127	85772555	1
ENSRNOG00000010867:J004	chr14	-	81095212	81096778	0
ENSRNOG00000010867:J005	chr14	-	81097054	81100496	1
ENSRNOG00000010996:J007	chr14	-	20961930	20964579	11
ENSRNOG00000010996:J008	chr14	-	20964743	20967911	26
ENSRNOG00000010996:J009	chr14	-	20968045	20970238	17
ENSRNOG00000010996:J010	chr14	-	20970332	20971826	13
ENSRNOG00000010996:J011	chr14	-	20971993	20992487	3
ENSRNOG00000011073:J068	chr14	-	81109011	81109924	56
ENSRNOG00000011073:J069	chr14	-	81110085	81110269	28
ENSRNOG00000011073:J070	chr14	-	81110432	81111304	15
ENSRNOG00000011073:J071	chr14	-	81111410	81111762	15
ENSRNOG00000011073:J072	chr14	-	81111976	81112079	9
ENSRNOG00000011073:J073	chr14	-	81112194	81113670	22
ENSRNOG00000011073:J074	chr14	-	81113861	81117076	37
ENSRNOG00000011073:J075	chr14	-	81117232	81118006	10
ENSRNOG00000011073:J076	chr14	-	81118136	81118260	40
ENSRNOG00000011073:J077	chr14	-	81118391	81119767	24
ENSRNOG00000011073:J078	chr14	-	81119850	81120726	20
ENSRNOG00000011073:J079	chr14	-	81120866	81121237	24
ENSRNOG00000011073:J080	chr14	-	81121392	81122174	27
ENSRNOG00000011073:J081	chr14	-	81122275	81125068	22
ENSRNOG00000011073:J082	chr14	-	81125195	81127048	24
ENSRNOG00000011073:J083	chr14	-	81127236	81128681	19
ENSRNOG00000011073:J084	chr14	-	81128777	81129736	18
ENSRNOG00000011073:J085	chr14	-	81129914	81131212	13
ENSRNOG00000011073:J086	chr14	-	81131358	81132272	20
ENSRNOG00000011073:J087	chr14	-	81132486	81135145	15
ENSRNOG00000011073:J088	chr14	-	81135268	81136097	19
ENSRNOG00000011073:J089	chr14	-	81136236	81137609	76
ENSRNOG00000011073:J090	chr14	-	81137686	81137899	32
ENSRNOG00000011073:J091	chr14	-	81138076	81138180	29
ENSRNOG00000011073:J092	chr14	-	81138360	81140564	22
ENSRNOG00000011073:J093	chr14	-	81140703	81146560	26
ENSRNOG00000011073:J094	chr14	-	81146768	81150823	29
ENSRNOG00000011073:J095	chr14	-	81150966	81152135	22
ENSRNOG00000011073:J096	chr14	-	81152371	81152639	23
ENSRNOG00000011073:J097	chr14	-	81152762	81154663	33
ENSRNOG00000011073:J098	chr14	-	81154780	81156549	27
ENSRNOG00000011073:J099	chr14	-	81156686	81160467	24
ENSRNOG00000011073:J100	chr14	-	81160616	81161433	35
ENSRNOG00000011073:J101	chr14	-	81161489	81163988	37
ENSRNOG00000011073:J102	chr14	-	81164150	81164277	40
ENSRNOG00000011073:J103	chr14	-	81164356	81165331	20
ENSRNOG00000011073:J104	chr14	-	81165555	81166916	35
ENSRNOG00000011073:J105	chr14	-	81166994	81170079	28
ENSRNOG00000011073:J106	chr14	-	81170190	81180965	21
ENSRNOG00000011073:J107	chr14	-	81181093	81182584	42
ENSRNOG00000011073:J108	chr14	-	81182711	81185375	47
ENSRNOG00000011073:J109	chr14	-	81185578	81186400	15
ENSRNOG00000011073:J110	chr14	-	81186552	81187848	14
ENSRNOG00000011073:J111	chr14	-	81187925	81189169	25
ENSRNOG00000011073:J112	chr14	-	81189290	81190285	54
ENSRNOG00000011073:J113	chr14	-	81190432	81190793	27
ENSRNOG00000011073:J114	chr14	-	81190894	81191322	10
ENSRNOG00000011073:J115	chr14	-	81191386	81193605	34
ENSRNOG00000011073:J116	chr14	-	81193745	81194292	7
ENSRNOG00000011073:J117	chr14	-	81194390	81194482	11
ENSRNOG00000011073:J118	chr14	-	81194641	81195382	23
ENSRNOG00000011073:J119	chr14	-	81195520	81195708	11
ENSRNOG00000011073:J120	chr14	-	81195820	81196667	27
ENSRNOG00000011073:J121	chr14	-	81196786	81197213	28
ENSRNOG00000011073:J122	chr14	-	81197340	81202017	20
ENSRNOG00000011073:J123	chr14	-	81202361	81203463	26
ENSRNOG00000011073:J124	chr14	-	81203544	81213487	12
ENSRNOG00000011073:J125	chr14	-	81213535	81214657	5
ENSRNOG00000011073:J126	chr14	-	81214862	81216537	66
ENSRNOG00000011073:J127	chr14	-	81216716	81217412	31
ENSRNOG00000011073:J128	chr14	-	81217554	81220188	26
ENSRNOG00000011073:J129	chr14	-	81220327	81225967	15
ENSRNOG00000011073:J130	chr14	-	81226047	81226723	20
ENSRNOG00000011073:J131	chr14	-	81226783	81232790	16
ENSRNOG00000011073:J132	chr14	-	81232911	81238721	16
ENSRNOG00000011073:J133	chr14	-	81238805	81254270	9
ENSRNOG00000011096:J006	chr14	-	51459426	51459578	0
ENSRNOG00000011096:J007	chr14	-	51459753	51460364	0
ENSRNOG00000011096:J008	chr14	-	51460504	51460741	0
ENSRNOG00000011096:J009	chr14	-	51460896	51462656	1
ENSRNOG00000011847:J017	chr14	-	81265915	81267947	6
ENSRNOG00000011847:J018	chr14	-	81268082	81268612	7
ENSRNOG00000011847:J019	chr14	-	81268750	81270600	6
ENSRNOG00000011847:J020	chr14	-	81270738	81273435	1
ENSRNOG00000011847:J021	chr14	-	81273644	81278562	0
ENSRNOG00000011847:J022	chr14	-	81278652	81280124	8
ENSRNOG00000011847:J023	chr14	-	81280162	81295693	3
ENSRNOG00000011847:J024	chr14	-	81295884	81302700	1
ENSRNOG00000011847:J025	chr14	-	81302841	81306125	3
ENSRNOG00000011847:J026	chr14	-	81306189	81308006	2
ENSRNOG00000011847:J027	chr14	-	81308099	81317468	0
ENSRNOG00000011847:J028	chr14	-	81317575	81328390	10
ENSRNOG00000011847:J029	chr14	-	81328465	81329395	12
ENSRNOG00000011847:J030	chr14	-	81329508	81333384	12
ENSRNOG00000011847:J031	chr14	-	81333477	81339276	8
ENSRNOG00000011856:J010	chr14	+	109533812	109534114	1
ENSRNOG00000011856:J011	chr14	+	109534225	109538194	1
ENSRNOG00000011856:J012	chr14	+	109538293	109543392	7
ENSRNOG00000011856:J013	chr14	+	109543491	109547608	8
ENSRNOG00000011856:J014	chr14	+	109547707	109551934	4
ENSRNOG00000011856:J015	chr14	+	109552033	109560963	3
ENSRNOG00000011856:J016	chr14	+	109561062	109562177	8
ENSRNOG00000011856:J017	chr14	+	109562273	109563348	5
ENSRNOG00000011979:J008	chr14	-	85948325	85951506	11
ENSRNOG00000011979:J009	chr14	-	85951618	85951695	1
ENSRNOG00000011979:J010	chr14	-	85951764	85951847	1
ENSRNOG00000012147:J021	chr14	+	81340432	81342024	17
ENSRNOG00000012147:J022	chr14	+	81342159	81342661	17
ENSRNOG00000012147:J023	chr14	+	81342803	81345813	9
ENSRNOG00000012147:J024	chr14	+	81345947	81346367	15
ENSRNOG00000012147:J025	chr14	+	81346502	81347827	26
ENSRNOG00000012147:J026	chr14	+	81347950	81348361	30
ENSRNOG00000012147:J027	chr14	+	81348493	81349927	41
ENSRNOG00000012147:J028	chr14	+	81350231	81351085	6
ENSRNOG00000012147:J029	chr14	+	81351216	81352085	20
ENSRNOG00000012147:J030	chr14	+	81352171	81353257	16
ENSRNOG00000012147:J031	chr14	+	81353393	81355356	3
ENSRNOG00000012147:J032	chr14	+	81355458	81356080	4
ENSRNOG00000012147:J033	chr14	+	81356234	81358314	4
ENSRNOG00000012147:J034	chr14	+	81356234	81358780	0
ENSRNOG00000012147:J035	chr14	+	81358474	81358780	14
ENSRNOG00000012147:J036	chr14	+	81358925	81360526	11
ENSRNOG00000012147:J037	chr14	+	81360645	81360760	24
ENSRNOG00000012147:J038	chr14	+	81360916	81361160	15
ENSRNOG00000012184:J015	chr14	-	85960975	85964990	63
ENSRNOG00000012184:J016	chr14	-	85965029	85965364	77
ENSRNOG00000012184:J017	chr14	-	85965415	85967743	76
ENSRNOG00000012184:J018	chr14	-	85965849	85991143	0
ENSRNOG00000012184:J019	chr14	-	85967814	85968303	33
ENSRNOG00000012184:J020	chr14	-	85968325	85982733	0
ENSRNOG00000012184:J021	chr14	-	85968330	85982733	7
ENSRNOG00000012367:J003	chr14	-	55072617	55078369	2
ENSRNOG00000012378:J014	chr14	+	86029484	86033831	26
ENSRNOG00000012378:J015	chr14	+	86033887	86035731	23
ENSRNOG00000012378:J016	chr14	+	86035844	86036480	27
ENSRNOG00000012378:J017	chr14	+	86036555	86039073	11
ENSRNOG00000012378:J018	chr14	+	86039220	86040345	54
ENSRNOG00000012378:J019	chr14	+	86040423	86040623	66
ENSRNOG00000012378:J020	chr14	+	86040775	86040902	13
ENSRNOG00000012378:J021	chr14	+	86040963	86041257	44
ENSRNOG00000012378:J022	chr14	+	86041351	86041645	33
ENSRNOG00000012378:J023	chr14	+	86041741	86041859	49
ENSRNOG00000012378:J024	chr14	+	86041969	86042737	47
ENSRNOG00000012378:J025	chr14	+	86042843	86043307	49
ENSRNOG00000012534:J014	chr14	+	81362713	81363016	0
ENSRNOG00000012534:J015	chr14	+	81363206	81363292	8
ENSRNOG00000012534:J016	chr14	+	81363389	81363633	10
ENSRNOG00000012534:J017	chr14	+	81363737	81363981	5
ENSRNOG00000012534:J018	chr14	+	81364140	81364221	18
ENSRNOG00000012534:J019	chr14	+	81364383	81364600	14
ENSRNOG00000012534:J020	chr14	+	81364709	81364799	26
ENSRNOG00000012534:J021	chr14	+	81364911	81365054	5
ENSRNOG00000012534:J022	chr14	+	81365163	81365257	1
ENSRNOG00000012534:J023	chr14	+	81365348	81365431	4
ENSRNOG00000012534:J024	chr14	+	81365479	81365553	1
ENSRNOG00000012534:J025	chr14	+	81365643	81365744	8
ENSRNOG00000013039:J021	chr14	-	81369345	81370603	199
ENSRNOG00000013039:J022	chr14	-	81369345	81371248	33
ENSRNOG00000013039:J023	chr14	-	81370640	81371248	163
ENSRNOG00000013039:J024	chr14	-	81371347	81374515	241
ENSRNOG00000013039:J025	chr14	-	81374672	81379096	13
ENSRNOG00000013039:J026	chr14	-	81374672	81379876	132
ENSRNOG00000013039:J027	chr14	-	81379189	81379876	18
ENSRNOG00000013039:J028	chr14	-	81379966	81380550	366
ENSRNOG00000013039:J029	chr14	-	81380652	81382510	13
ENSRNOG00000013039:J030	chr14	-	81380652	81383162	186
ENSRNOG00000013039:J031	chr14	-	81382555	81383162	7
ENSRNOG00000013039:J032	chr14	-	81383414	81385677	102
ENSRNOG00000013039:J033	chr14	-	81385854	81386405	94
ENSRNOG00000013039:J034	chr14	-	81386504	81386595	114
ENSRNOG00000013039:J035	chr14	-	81386739	81389032	128
ENSRNOG00000013039:J036	chr14	-	81389182	81389519	277
ENSRNOG00000013039:J037	chr14	-	81389600	81394479	209
ENSRNOG00000013039:J038	chr14	-	81394631	81395558	186
ENSRNOG00000013039:J039	chr14	-	81395721	81399140	177
ENSRNOG00000013039:J040	chr14	-	81399355	81426455	56
ENSRNOG00000013532:J004	chr14	-	86045182	86046410	41
ENSRNOG00000013532:J005	chr14	-	86046591	86046686	15
ENSRNOG00000013647:J012	chr14	-	86070596	86070756	4
ENSRNOG00000013647:J013	chr14	-	86070840	86070923	0
ENSRNOG00000013647:J014	chr14	-	86071169	86071267	3
ENSRNOG00000013647:J015	chr14	-	86071370	86071516	2
ENSRNOG00000013647:J016	chr14	-	86071649	86072759	0
ENSRNOG00000013647:J017	chr14	-	86072880	86075837	0
ENSRNOG00000013647:J018	chr14	-	86075909	86076500	2
ENSRNOG00000013647:J019	chr14	-	86076671	86076772	4
ENSRNOG00000013647:J020	chr14	-	86076871	86077288	4
ENSRNOG00000013647:J021	chr14	-	86077469	86078516	0
ENSRNOG00000013720:J022	chr14	+	86101769	86103290	7
ENSRNOG00000013720:J023	chr14	+	86103629	86104150	7
ENSRNOG00000013720:J024	chr14	+	86104222	86104343	8
ENSRNOG00000013720:J025	chr14	+	86104415	86104521	15
ENSRNOG00000013720:J026	chr14	+	86104632	86104706	13
ENSRNOG00000013720:J027	chr14	+	86104775	86105755	13
ENSRNOG00000013720:J028	chr14	+	86105833	86106153	10
ENSRNOG00000013720:J029	chr14	+	86106234	86106318	8
