chrom	strand	start	end	CT
chr14	-	71718572	71718678	1
chr14	-	71718698	71719903	1
chr14	-	71774995	71964137	1
chr14	+	71861412	71861988	2
chr14	+	71861412	71863326	1
chr14	+	71862094	71864387	4
chr14	+	71863412	71864387	3
chr14	+	71866909	71870134	1
chr14	+	71872753	71874760	2
chr14	+	71876944	71876985	1
chr14	+	71882416	71884727	1
chr14	+	71884876	71884974	1
chr14	-	71895434	71896137	1
chr14	-	71908282	71909097	1
chr14	-	71908348	71909097	1
chr14	-	71908360	71909097	2
chr14	-	71908360	71911750	25
chr14	-	71909199	71911750	2
chr14	-	71909938	71911750	1
chr14	-	71914627	71914704	2
chr14	-	71917596	71918775	1
chr14	-	71918943	71921626	5
chr14	-	71927641	71929825	1
chr14	-	71929855	71930447	1
chr14	+	71932621	71933118	4
chr14	+	71933275	71936452	1
chr14	-	71933306	71936452	1
chr14	-	71936589	71941166	2
chr14	-	71936874	71941166	1
chr14	-	71941273	71941543	1
chr14	+	71955492	71956252	1
chr14	-	71955492	71958904	1
chr14	+	71959067	71960136	2
chr14	-	71960310	71962547	1
chr14	+	71961229	71962547	2
chr14	-	71964375	71968393	1
chr14	-	71968517	71969798	5
chr14	-	71968517	71969803	9
chr14	+	71968517	71970859	1
chr14	-	71968517	71970859	9
chr14	+	71970916	71973380	1
chr14	-	71973437	71975783	42
chr14	-	71976006	71978187	6
chr14	-	71976006	71979270	27
chr14	-	72339201	72369096	1
chr14	-	72347534	72349604	3
chr14	-	72349646	72354595	1
chr14	-	72369187	72375903	1
chr14	-	72369187	72375912	4
chr14	+	72397814	72408664	1
chr14	+	72878885	72879359	1
chr14	+	72889824	72948212	1
chr14	+	72889963	72948213	1
chr14	+	72890288	72948717	17
chr14	+	73139259	73141717	1
chr14	+	73139259	73142018	1
chr14	+	73160178	73174274	1
chr14	+	73238593	73239198	1
chr14	-	73409071	73448153	1
chr14	+	73505356	73764962	1
chr14	-	73524508	73527883	1
chr14	-	73664232	73704125	1
chr14	-	73694254	73704125	1
chr14	-	73704258	73704836	3
chr14	-	73704904	73706585	2
chr14	-	73704904	73707567	1
chr14	-	73708141	73709315	2
chr14	-	73734369	73737657	5
chr14	+	73750375	73751068	1
chr14	+	73751558	73753821	1
chr14	+	73758862	73760314	1
chr14	+	73764977	74038109	1
chr14	+	73765593	73768099	2
chr14	-	73780623	73781348	1
chr14	-	73781541	73782809	1
chr14	+	73782855	73784969	1
chr14	-	73782855	73784982	1
chr14	-	73785032	73785133	2
chr14	+	73785215	73785668	1
chr14	-	73785215	73785717	1
chr14	+	73785871	73791538	14
chr14	-	73885736	73888779	1
chr14	+	73889429	73898758	1
chr14	+	73889429	73909947	1
chr14	+	73893739	73909947	5
chr14	+	73896081	73898758	2
chr14	+	73910077	73913394	1
chr14	+	73914962	73931980	2
chr14	+	73925700	73951922	1
chr14	+	73934463	73969669	2
chr14	+	73934553	73934575	2
chr14	-	73945096	74225154	1
chr14	+	73952026	73954484	1
chr14	+	73954552	73954820	1
chr14	-	73954898	73962326	1
chr14	+	73954898	73962706	2
chr14	+	73954898	73963095	1
chr14	+	74039192	74069047	1
chr14	+	74040840	74069047	3
chr14	-	74042192	74225160	1
chr14	+	74174787	74178257	1
chr14	+	74178332	74179172	1
chr14	+	74419419	74709082	1
chr14	-	74893503	74974184	1
chr14	-	76798197	76798454	1
chr14	-	76799902	76803049	1
chr14	-	76804534	76805578	1
chr14	+	76833012	76833510	1
chr14	-	76854230	76855786	1
chr14	+	76856860	76858747	5
chr14	+	76859040	76866136	12
chr14	+	76866962	76867407	1
chr14	+	76990046	76990347	1
chr14	+	76996998	76999945	1
chr14	+	76999987	77185510	2
chr14	+	77010817	77011079	1
chr14	-	77011313	77014099	2
chr14	+	77021279	77022653	1
chr14	-	77266846	77272977	1
chr14	-	77272580	77272977	3
chr14	-	77278020	77279702	1
chr14	-	77314429	77314548	1
chr14	-	77317564	77321824	1
chr14	+	77380832	77382221	1
chr14	-	77419306	77419432	1
chr14	+	77566441	77566638	1
chr14	+	77589412	77595003	1
chr14	-	77639853	77639987	1
chr14	-	77641711	77642785	1
chr14	+	78233058	78233115	1
chr14	+	78236580	78238087	1
chr14	+	78238153	78238340	2
chr14	+	78251603	78251959	6
chr14	-	78267938	78269974	1
chr14	+	78267938	78269977	1
chr14	+	78272599	78274874	1
chr14	-	78286650	78289213	1
chr14	+	78289302	78312294	1
chr14	-	78289302	78312294	21
chr14	-	78289302	78314589	1
chr14	-	78314211	78314589	1
chr14	-	78314656	78314840	17
chr14	-	78314938	78315305	8
chr14	-	78324401	78359654	1
chr14	+	78324762	78325276	2
chr14	+	78325412	78326183	1
chr14	+	78325412	78326186	1
chr14	+	78325412	78329333	4
chr14	+	78327440	78327515	1
chr14	-	78381533	78382417	1
chr14	-	78462843	78515641	1
chr14	-	78682841	78685078	1
chr14	-	78815796	78816892	1
chr14	-	78818070	78823090	72
chr14	+	78942666	78943550	1
chr14	+	78948158	78949865	1
chr14	+	78954195	78955058	1
chr14	+	78955171	78955537	1
chr14	+	78955213	78955537	1
chr14	+	78957305	78957698	1
chr14	+	78961386	78961623	1
chr14	+	78962019	78962563	1
chr14	+	79020781	79023091	3
chr14	+	79031666	79227318	1
chr14	+	79067008	79262844	2
chr14	+	79067866	79261628	1
chr14	+	79067867	79223785	1
chr14	+	79067871	79228574	1
chr14	+	79173977	79205464	4
chr14	+	79173977	79355103	4
chr14	+	79180623	79362483	1
chr14	+	79188837	79370715	2
chr14	+	79195420	79377292	1
chr14	+	79263708	79269388	1
chr14	+	79263708	79361299	1
chr14	+	79263708	79364145	1
chr14	+	79282323	79295912	1
chr14	+	79283757	79306871	1
chr14	+	79313144	79314438	2
chr14	+	79314507	79318372	2
chr14	+	79342950	79355103	5
chr14	+	79429133	79434193	1
chr14	+	79454985	79455099	1
chr14	+	79459602	79459964	1
chr14	+	79460046	79461049	2
chr14	-	79461186	79464695	2
chr14	-	79462082	79464695	6
chr14	+	79618888	79790721	1
chr14	+	79659896	79689800	1
chr14	+	79954014	79959986	1
chr14	-	80003486	80003535	1
chr14	-	80322283	80328846	1
chr14	-	80327838	80328846	2
chr14	+	80362468	80363685	1
chr14	-	80917862	80918747	3
chr14	-	80951574	80952918	1
chr14	-	80958468	80958571	1
chr14	-	80995688	81007174	1
chr14	-	81100708	81103470	1
chr14	-	81112176	81113670	1
chr14	-	81117165	81117266	4
chr14	-	81120866	81120952	2
chr14	-	81137681	81137899	1
chr14	+	81146768	81150823	1
chr14	+	81152762	81154663	1
chr14	-	81159116	81193436	1
chr14	-	81161489	81163054	1
chr14	-	81163173	81163988	1
chr14	-	81170246	81180965	9
chr14	-	81185603	81186400	1
chr14	-	81189746	81190285	1
chr14	-	81193667	81194292	1
chr14	-	81207933	81207954	1
chr14	-	81226783	81238721	1
chr14	-	81238805	81267947	1
chr14	-	81238805	81278562	2
chr14	-	81268082	81270600	2
chr14	-	81268082	81280124	1
chr14	-	81270738	81278562	4
chr14	-	81280162	81280800	2
chr14	-	81280162	81301796	4
chr14	-	81280162	81302700	1
chr14	-	81280879	81294006	1
chr14	-	81280976	81290145	1
chr14	-	81280976	81295693	2
chr14	-	81290253	81295693	1
chr14	-	81295884	81301796	4
chr14	-	81301854	81302700	7
chr14	-	81302841	81317468	1
chr14	-	81306189	81317468	10
chr14	-	81331627	81333384	6
chr14	-	81347950	81348361	3
chr14	-	81360645	81360760	2
chr14	+	81362879	81363016	1
chr14	+	81363737	81363985	2
chr14	+	81364383	81364673	1
chr14	-	81369167	81369201	3
chr14	+	81369345	81370603	2
chr14	-	81369355	81370601	2
chr14	-	81370637	81371248	10
chr14	+	81370640	81371248	1
chr14	-	81371345	81374515	1
chr14	+	81371347	81374515	3
chr14	-	81380652	81383069	9
chr14	+	81380652	81383162	1
chr14	-	81387156	81393215	1
chr14	-	81389600	81393741	1
chr14	+	81394631	81395558	1
chr14	-	81394631	81395559	1
chr14	-	81395721	81399267	2
chr14	-	81399355	81424632	1
chr14	-	81399355	81426936	1
chr14	-	81446311	81465182	1
chr14	-	81488392	81496684	1
chr14	-	81534831	81899767	1
chr14	-	81539874	81904910	1
chr14	-	81542146	81556163	2
chr14	-	81543240	81899635	1
chr14	-	81560852	81563538	1
chr14	+	81564858	81568468	1
chr14	-	81568611	81574058	1
chr14	-	81574183	81579759	2
chr14	-	81579999	81580120	1
chr14	-	81598570	81639101	1
chr14	-	81617820	81919717	1
chr14	-	81660590	81661626	1
chr14	-	81670482	81672342	1
chr14	-	81672500	81679525	36
chr14	-	81672500	81679531	4
chr14	+	81687712	81689664	1
chr14	-	81907265	81908160	1
chr14	-	81917787	81918250	7
chr14	-	82054968	82055155	1
chr14	+	82094105	82104913	1
chr14	-	82114359	82114796	1
chr14	-	82144173	82146665	4
chr14	-	82147965	82151430	2
chr14	-	82157627	82165919	1
chr14	-	82171569	82184053	24
chr14	-	82171569	82195942	3
chr14	-	82171569	82195979	3
chr14	-	82184087	82187416	21
chr14	-	82187458	82193064	8
chr14	-	82193109	82195942	4
chr14	+	82232598	82238406	1
chr14	-	82261493	82262119	1
chr14	+	82261493	82262122	2
chr14	-	82263222	82264117	3
chr14	-	82277228	82277925	1
chr14	+	82339372	82339731	1
chr14	-	82347679	82349911	1
chr14	+	82351385	82353510	1
chr14	+	82352049	82352365	1
chr14	+	82352053	82352365	2
chr14	-	82361595	82363168	1
chr14	+	82375571	82375958	3
chr14	+	82375571	82397494	1
chr14	+	82375598	82397494	1
chr14	+	82376084	82378621	3
chr14	+	82376088	82378621	1
chr14	+	82378851	82384551	1
chr14	+	82384577	82385694	3
chr14	+	82385773	82397494	1
chr14	+	82397727	82415480	1
chr14	-	82623165	82623917	4
chr14	-	82627172	82627725	1
chr14	-	82656738	82658132	1
chr14	-	82658232	82658670	1
chr14	+	82676081	82678098	1
chr14	+	82762310	82767456	19
chr14	+	82762310	82775292	1
chr14	+	82762531	82767456	1
chr14	+	82762653	82769645	1
chr14	+	82767649	82769645	71
chr14	+	82772718	82775292	1
chr14	+	82786704	82787357	2
chr14	-	82786719	82787357	1
chr14	-	82787485	82787844	1
chr14	+	82787910	82788381	1
chr14	+	82787962	82788388	13
chr14	+	82788404	82788524	1
chr14	-	83146296	83149832	13
chr14	-	83158968	83160748	1
chr14	-	83182862	83183805	2
chr14	+	83226733	83236399	1
chr14	+	83226733	83245279	2
chr14	+	83228848	83245279	1
chr14	-	83232327	83480527	1
chr14	+	83245352	83249137	1
chr14	+	83247799	83248833	1
chr14	+	83312184	83321164	8
chr14	+	83321340	83341668	3
chr14	+	83338048	83341668	12
chr14	+	83338048	83343277	1
chr14	+	83346012	83346516	1
chr14	-	83348769	83349877	4
chr14	-	83350504	83350858	1
chr14	-	83351883	83352325	2
chr14	+	83353006	83354913	1
chr14	+	83355010	83356523	1
chr14	-	83357628	83357708	1
chr14	-	83366266	83366721	1
chr14	-	83366759	83367496	1
chr14	-	83384879	83399180	1
chr14	-	83397118	83399180	1
chr14	-	83399303	83403706	1
chr14	-	83399303	83404347	1
chr14	-	83405243	83406159	1
chr14	-	83406247	83411900	1
chr14	+	83413274	83413736	1
chr14	+	83413278	83413741	1
chr14	+	83433464	83434006	1
chr14	-	83445955	83446980	1
chr14	-	83464695	83466206	1
chr14	-	83468677	83468869	1
chr14	-	83567944	83577596	2
chr14	-	83569795	83577596	1
chr14	-	83575911	83577596	1
chr14	-	83591918	83602823	1
chr14	-	83665410	83665442	1
chr14	+	83753297	83753903	1
chr14	+	83753457	83753903	1
chr14	-	83763486	83764425	2
chr14	-	83813043	83819391	1
chr14	-	83884312	83885371	1
chr14	+	83905491	83949309	1
chr14	+	83921134	83922175	1
chr14	+	83922283	83922925	1
chr14	-	83924540	83925048	1
chr14	+	83928974	83929141	5
chr14	+	83929603	83929695	1
chr14	+	83951845	83951917	2
chr14	+	83952021	83952236	1
chr14	-	83953680	83954678	2
chr14	-	83954024	83954678	1
chr14	-	83954825	83955030	4
chr14	-	83954825	83955086	7
chr14	-	83954825	83956801	1
chr14	-	83955150	83955548	9
chr14	-	83955150	83956433	4
chr14	-	83955674	83956433	1
chr14	-	83955701	83956433	1
chr14	-	83955701	83956801	6
chr14	-	83956532	83956801	8
chr14	-	83956919	83957305	1
chr14	-	83956919	83957385	3
chr14	-	83956919	83957500	1
chr14	-	83957434	83957529	6
chr14	+	83957722	83961843	1
chr14	-	83957722	83961843	57
chr14	-	83967399	84002181	1
chr14	+	84156816	84156989	1
chr14	-	84176411	84179548	1
chr14	-	84181307	84182386	1
chr14	-	84181313	84182209	2
chr14	-	84182294	84182386	1
chr14	-	84184160	84184630	1
chr14	-	84184823	84187031	2
chr14	-	84187123	84188621	5
chr14	-	84188755	84189187	4
chr14	+	84188759	84189187	1
chr14	-	84188813	84189187	15
chr14	-	84188813	84189224	1
chr14	-	84188816	84189187	63
chr14	-	84188816	84189224	4
chr14	+	84226623	84226714	1
chr14	-	84287651	84287724	1
chr14	-	84333200	84333501	1
chr14	-	84333200	84333884	1
chr14	-	84333544	84333871	1
chr14	+	84338128	84339851	1
chr14	+	84339873	84342816	1
chr14	+	84343445	84344589	1
chr14	-	84353534	84360044	1
chr14	+	84360169	84360506	1
chr14	+	84360675	84368165	2
chr14	-	84373022	84373098	1
chr14	-	84377063	84377125	1
chr14	-	84380569	84380910	1
chr14	-	84380988	84381696	1
chr14	-	84381745	84381939	3
chr14	-	84382112	84382884	1
chr14	-	84393376	84393898	1
chr14	-	84398802	84399710	2
chr14	+	84448117	84448615	1
chr14	-	84450744	84451095	1
chr14	-	84577693	84643770	3
chr14	-	84633167	84634580	1
chr14	-	84634602	84636036	1
chr14	-	84656578	84662076	1
chr14	-	84706020	84707810	7
chr14	-	84729814	84764926	2
chr14	-	84751768	84764914	3
chr14	-	84751768	84764926	5
chr14	-	84751768	84766132	2
chr14	-	84765011	84766132	24
chr14	-	84766181	84792431	1
chr14	-	84766181	84812461	10
chr14	-	84786562	84793258	10
chr14	-	84812597	84813935	1
chr14	-	84812597	84820253	6
chr14	+	84873559	84876763	7
chr14	+	84873559	84882744	2
chr14	+	84888682	84891488	2
chr14	-	84904454	84910113	1
chr14	-	84937848	84937997	1
chr14	+	84938132	84953784	5
chr14	+	84938132	84959949	1
chr14	+	84943562	85198995	1
chr14	-	84999209	85012771	1
chr14	-	84999209	85012807	9
chr14	-	85024536	85026635	2
chr14	-	85026734	85027302	1
chr14	-	85030761	85033564	1
chr14	+	85030806	85033564	1
chr14	-	85034106	85034781	1
chr14	-	85048246	85059666	1
chr14	-	85059789	85060932	1
chr14	-	85061012	85061834	1
chr14	-	85074460	85076220	1
chr14	+	85119325	85125342	1
chr14	+	85138314	85142278	48
chr14	+	85142394	85155265	1
chr14	+	85144046	85144905	1
chr14	+	85144046	85145171	1
chr14	+	85145047	85145171	1
chr14	+	85145478	85147054	1
chr14	-	85147201	85148882	1
chr14	+	85152976	85153654	21
chr14	+	85153687	85154985	17
chr14	+	85154647	85154985	2
chr14	+	85155933	85156106	1
chr14	+	85155967	85156096	1
chr14	+	85155984	85156087	1
chr14	-	85156022	85156070	1
chr14	+	85156106	85156127	1
chr14	+	85156135	85156190	1
chr14	+	85156203	85156327	1
chr14	-	85156256	85156322	1
chr14	+	85156281	85156322	1
chr14	+	85157069	85157297	25
chr14	+	85203402	85205344	1
chr14	+	85230785	85243712	1
chr14	+	85230786	85243723	66
chr14	+	85230786	85243727	4
chr14	+	85230889	85250043	1
chr14	+	85243789	85250043	147
chr14	+	85245449	85250043	1
chr14	-	85250106	85253137	2
chr14	+	85250528	85253137	1
chr14	+	85253243	85255171	1
chr14	-	85253243	85255627	1
chr14	-	85255763	85256610	1
chr14	+	85258139	85258174	1
chr14	+	85258590	85259492	1
chr14	-	85270855	85271398	1
chr14	-	85279403	85280787	1
chr14	+	85280041	85280787	1
chr14	+	85302303	85302652	2
chr14	-	85314653	85314986	8
chr14	-	85315114	85315246	3
chr14	-	85322808	85323446	1
chr14	+	85345804	85345927	1
chr14	+	85345964	85350737	1
chr14	+	85351058	85351471	6
chr14	+	85351058	85352122	1
chr14	+	85351285	85351471	3
chr14	+	85351967	85352122	23
chr14	+	85351967	85353537	8
chr14	+	85352326	85353537	33
chr14	+	85352763	85353537	1
chr14	+	85353574	85354112	47
chr14	+	85355377	85356081	1
chr14	+	85355377	85356135	1
chr14	+	85356248	85356569	1
chr14	-	85357965	85358187	2
chr14	-	85357965	85360590	3
chr14	-	85360654	85361799	2
chr14	-	85360681	85361799	1
chr14	-	85362987	85363435	1
chr14	-	85369227	85376764	9
chr14	-	85376809	85376909	7
chr14	+	85376972	85377344	1
chr14	-	85376972	85377344	11
chr14	-	85377397	85377515	5
chr14	-	85377614	85378511	4
chr14	-	85378658	85379349	1
chr14	-	85379439	85379778	15
chr14	-	85379899	85382694	20
chr14	-	85393211	85400267	4
chr14	-	85416372	85431542	1
chr14	-	85445384	85446245	8
chr14	+	85483957	85503628	1
chr14	-	85527138	85528669	3
chr14	-	85531547	85534154	7
chr14	-	85534322	85535387	2
chr14	-	85535498	85537015	5
chr14	-	85537147	85537664	7
chr14	-	85537739	85585935	5
chr14	-	85572693	85585935	2
chr14	-	85749200	85976075	1
chr14	-	85753965	85754711	2
chr14	+	85754482	85754711	3
chr14	-	85754482	85754711	1
chr14	+	85757279	85757654	4
chr14	-	85768253	85769129	1
chr14	+	85768253	85772076	1
chr14	+	85772127	85772555	1
chr14	+	85913073	85916382	1
chr14	+	85916512	85927815	1
chr14	+	85960975	85964990	1
chr14	-	85965029	85967743	3
chr14	+	85965415	85967743	1
chr14	-	85968325	85970293	1
chr14	-	85968330	85968657	1
chr14	-	85968330	85982300	1
chr14	-	85968330	86001717	4
chr14	-	85968330	86001888	1
chr14	-	85980368	85982300	1
chr14	+	86029484	86030429	1
chr14	+	86030454	86033831	1
chr14	-	86035844	86036480	1
chr14	+	86040190	86040345	1
chr14	+	86040775	86040911	4
chr14	+	86040775	86040914	22
chr14	-	86040775	86040914	1
chr14	+	86042839	86043307	2
chr14	-	86101769	86103290	1
chr14	-	86104222	86104343	1
chr14	-	86105833	86106153	3
chr14	+	86106234	86106315	1
chr14	-	86106234	86106318	2
chr14	+	86126046	86136040	1
chr14	+	86201056	86202458	2
chr14	+	86202524	86203206	1
chr14	-	86204217	86205302	1
chr14	-	86211564	86211650	1
chr14	-	86211667	86211831	11
chr14	+	86211745	86211831	2
chr14	-	86211907	86212327	1
chr14	-	86211907	86213916	12
chr14	-	86211907	86213989	4
chr14	+	86211907	86215105	1
chr14	-	86211907	86215105	133
chr14	+	86211907	86218546	1
chr14	+	86214756	86216073	2
chr14	-	86215860	86218546	1
chr14	+	86216178	86218195	1
chr14	-	86218595	86218838	1
chr14	-	86218595	86219506	1
chr14	+	86218595	86221334	2
chr14	+	86221406	86221562	2
chr14	-	86221600	86226841	1
chr14	-	86221603	86225808	7
chr14	+	86221603	86226841	1
chr14	-	86261854	86297505	1
chr14	-	86377167	86377456	1
chr14	-	86386368	86386662	1
chr14	+	86394147	86394374	1
chr14	+	86415103	86421297	2
chr14	+	86415626	86421297	4
chr14	+	86415850	86421297	1
chr14	+	86421545	86431782	1
chr14	+	86421545	86438127	1
chr14	+	86421545	86453876	1
chr14	+	86430000	86430021	1
chr14	+	86434498	86437903	9
chr14	+	86437994	86453876	17
chr14	+	86468966	86602019	1
chr14	-	86479845	86479948	1
chr14	+	86479993	86612865	1
chr14	+	86480452	86613452	2
chr14	+	86528393	86659649	1
chr14	-	86584218	86770543	1
chr14	+	86600220	86603061	5
chr14	+	86603932	86604698	1
chr14	+	86604801	86605088	1
chr14	+	86605217	86605510	2
chr14	+	86605661	86605933	3
chr14	+	86607434	86608560	4
chr14	+	86608633	86612383	2
chr14	+	86612547	86612750	3
chr14	+	86612905	86613008	5
chr14	-	86673885	86675713	1
chr14	+	86674337	86675713	1
chr14	-	86676905	86677104	1
chr14	-	86688827	86689199	1
chr14	-	86689264	86694847	1
chr14	-	86690148	86701449	2
chr14	-	86694961	86706535	1
chr14	+	86701527	86706535	2
chr14	-	86732179	86732231	1
chr14	-	86733173	86733242	1
chr14	-	86734967	86735009	1
chr14	-	86735028	86735127	1
chr14	+	86738103	86757384	1
chr14	+	86768572	86768681	2
chr14	+	86768578	86768681	1
chr14	-	86771126	86771591	3
chr14	-	86771130	86771591	41
chr14	-	86771130	86771620	2
chr14	-	86771130	86774085	6
chr14	-	86771789	86774085	67
chr14	-	86772023	86772637	1
chr14	-	86773370	86774085	1
chr14	-	86774169	86774315	10
chr14	-	86774169	86774432	11
chr14	-	86800524	86801424	1
chr14	-	86800662	86801424	3
chr14	-	86801506	86802863	3
chr14	-	86802935	86803201	3
chr14	+	86812695	86837264	2
chr14	+	86812849	86837264	2
chr14	-	86861168	86861261	2
chr14	+	86861726	86861804	1
chr14	+	86861830	86876956	1
chr14	-	86862482	86862577	2
chr14	-	86863491	86863727	7
chr14	+	86863491	86863847	1
chr14	-	86865196	86865676	1
chr14	-	86881943	86882412	4
chr14	+	86890674	86892016	1
chr14	+	87331877	87341067	1
chr14	+	87334710	87350087	1
chr14	+	87391005	87395874	1
chr14	+	87391005	87400996	1
chr14	+	87402307	87403547	1
chr14	-	87411582	87412539	1
chr14	-	87418978	87421155	1
chr14	+	87420020	87421155	1
chr14	+	87420150	87421155	1
chr14	+	87422563	87674286	2
chr14	+	87429390	87469149	1
chr14	+	88557426	88557451	1
chr14	+	88573007	88573219	1
chr14	-	88687949	88691250	1
chr14	-	88695550	88699049	1
chr14	-	88695550	88709996	17
chr14	-	88699176	88709996	1
chr14	+	88725530	88739006	1
chr14	-	88740263	88754293	1
chr14	-	88754372	88761035	1
chr14	-	88792540	88803802	1
chr14	-	88860166	88868015	1
chr14	-	88860166	88907282	1
chr14	-	88886165	88907796	1
chr14	-	88905825	88907282	1
chr14	-	89202132	89204802	5
chr14	+	89267057	89267483	3
chr14	+	89314513	89315689	2
chr14	+	89324158	89327251	1
chr14	+	89501700	89501767	3
chr14	+	89714916	89723805	1
chr14	+	89723895	89729029	1
chr14	-	89853561	89925813	1
chr14	+	90041603	90160806	1
chr14	+	90160825	90206455	1
chr14	-	90976530	91068113	1
chr14	-	91325719	91352494	1
chr14	-	91363445	91401464	1
chr14	-	91363445	91553582	1
chr14	-	91401595	91491307	1
chr14	-	91401595	91544854	1
chr14	-	91489109	91501978	1
chr14	-	91491366	91491462	1
chr14	-	91491526	91496596	1
chr14	-	91498164	91514481	1
chr14	-	91500733	91510093	1
chr14	-	91510219	91511268	1
chr14	-	91510219	91514481	1
chr14	-	91510221	91638832	1
chr14	-	91514545	91516557	1
chr14	-	91898617	91901798	3
chr14	-	91901914	91909438	1
chr14	+	91909519	91910265	6
chr14	-	91910483	91910583	4
chr14	-	91910483	91910640	2
chr14	-	91910754	91914382	2
chr14	-	91915004	91917214	1
chr14	-	91917313	91919355	1
chr14	+	91917313	91920051	2
chr14	-	91919568	91920051	4
chr14	+	91920071	91924115	1
chr14	-	91922057	91924115	1
chr14	-	91924192	91924715	6
chr14	-	91924192	91926850	1
chr14	-	91924192	91934507	1
chr14	-	91926910	91930853	3
chr14	-	91934602	91941152	1
chr14	-	91935125	91942012	1
chr14	-	91937227	91941580	2
chr14	-	91941070	91941152	1
chr14	-	91941272	91942012	2
chr14	+	91955784	91957148	1
chr14	-	91961960	91962474	2
chr14	-	91963816	91966537	5
chr14	-	91974634	91978773	6
chr14	+	91974634	91978873	2
chr14	-	91979082	91979680	1
chr14	-	91979082	91979791	1
chr14	-	91979082	91980647	421
chr14	-	91979082	91999622	2
chr14	+	91999909	92005227	2
chr14	+	92000071	92005227	29
chr14	+	92000071	92024765	1
chr14	+	92000071	92027050	2
chr14	+	92000071	92050206	1
chr14	+	92004466	92005227	1
chr14	+	92005282	92024765	5
chr14	+	92005282	92027050	23
chr14	+	92005282	92050206	2
chr14	+	92005282	92088142	1
chr14	+	92005473	92024765	3
chr14	+	92005473	92027050	6
chr14	+	92005473	92050206	1
chr14	+	92009872	92010333	1
chr14	+	92024925	92027050	2
chr14	+	92025433	92027050	33
chr14	+	92027163	92027275	1
chr14	+	92027163	92027414	1
chr14	+	92027163	92042816	1
chr14	+	92027163	92050206	26
chr14	+	92050387	92050499	10
chr14	+	92050387	92058963	11
chr14	+	92050387	92070383	3
chr14	+	92050648	92052833	1
chr14	+	92063854	92063934	1
chr14	-	92077027	92121616	1
chr14	-	92122187	92122595	1
chr14	-	92122252	92122382	1
chr14	-	92122317	92122589	2
chr14	-	92122450	92122589	1
chr14	+	92133517	92135515	1
chr14	+	92133517	92135519	1
chr14	+	92136212	92137914	2
chr14	+	92136669	92137914	2
chr14	+	92169824	92169915	1
chr14	+	92170053	92226289	1
chr14	+	94086738	94103348	1
chr14	+	94086738	94121956	12
chr14	-	94086738	94121956	1
chr14	+	94087423	94103348	1
chr14	+	94087423	94121956	1
chr14	+	94103475	94104008	2
chr14	+	94109588	94121956	1
chr14	+	94122212	94129152	2
chr14	+	94122212	94142728	1
chr14	+	94122212	94150053	12
chr14	+	94150189	94151322	7
chr14	+	94150189	94188750	2
chr14	+	94151373	94188750	2
chr14	+	94151373	94196598	2
chr14	+	94188892	94189617	1
chr14	+	94601526	94643563	1
chr14	+	97310306	97311027	1
chr14	+	97310344	97311065	6
chr14	+	97872573	97886543	1
chr14	+	98392384	98631837	1
chr14	-	98473987	98482816	1
chr14	+	98675993	98708457	1
chr14	+	98756527	98757657	1
chr14	+	98758835	98759674	1
chr14	-	99779308	99780889	1
chr14	+	99935315	99955832	1
chr14	+	99991752	100041699	1
chr14	+	100134153	100136101	1
chr14	+	100220847	100221714	1
chr14	-	100220847	100221714	1
chr14	+	100224899	100224923	1
chr14	+	100229894	100233015	1
chr14	+	100238458	100241925	1
chr14	+	100324513	100420782	1
chr14	-	100350620	100351328	1
chr14	+	100355895	100356058	1
chr14	-	100381621	100383700	1
chr14	+	100389410	100389687	1
chr14	+	100390912	100390953	2
chr14	+	100415742	100419978	1
chr14	+	100420101	100421240	1
chr14	+	100421387	100421684	1
chr14	+	100422207	100422547	1
chr14	+	100422603	100425122	1
chr14	-	102293247	102300585	3
chr14	-	102300325	102300585	4
chr14	-	102300325	102300590	1
chr14	-	102300711	102301564	3
chr14	+	102342792	102343328	1
chr14	+	103397091	103606675	1
chr14	+	103562032	103827822	1
chr14	-	103562032	103827822	1
chr14	-	104336107	104336303	1
chr14	-	104356914	104356964	1
chr14	+	104359055	104364739	1
chr14	+	104433522	104481409	3
chr14	+	104456905	104479290	1
chr14	-	104493003	104497709	1
chr14	-	104497805	104499067	1
chr14	-	104504380	104505318	5
chr14	-	104505492	104507558	1
chr14	+	104713429	104714077	1
chr14	+	104801415	104884848	1
chr14	+	104922757	104927891	1
chr14	-	104928015	104933508	6
chr14	-	104928015	104937946	1
chr14	-	104932164	104933508	3
chr14	-	104933569	104935877	1
chr14	-	104938059	104942287	1
chr14	+	104960143	104975573	1
chr14	-	104960143	104975573	18
chr14	-	105048127	105269218	1
chr14	-	105054579	105055903	1
chr14	-	105054579	105055907	5
chr14	+	105055987	105058172	3
chr14	-	105056042	105056148	1
chr14	-	105056096	105056426	1
chr14	+	105058298	105058396	8
chr14	-	105067187	105067217	9
chr14	-	105075603	105075627	2
chr14	+	105079061	105084805	2
chr14	-	105212484	105511663	1
chr14	+	105349567	105501645	1
chr14	+	105421596	105430023	1
chr14	+	105421596	105430104	3
chr14	+	105421596	105450215	6
chr14	+	105430507	105431364	11
chr14	+	105431538	105431743	6
chr14	+	105432207	105450215	3
chr14	+	105450379	105484008	1
chr14	+	105450379	105484629	1
chr14	+	105484102	105484629	3
chr14	+	105485624	105549501	1
chr14	+	105532973	105533086	1
chr14	+	105548166	105548200	1
chr14	+	105580018	105672782	1
