"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"CASE"	"CTRL"	"log2fold_CTRL_CASE"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SAMP1"	"countData.SAMP2"	"countData.SAMP3"	"countData.SAMP4"	"countData.SAMP5"	"countData.SAMP6"
"ENSRNOG00000002248:E035"	"ENSRNOG00000002248"	"E035"	54.4024754776926	0.00373511505414539	1.4375130004188	0.230542215362772	0.867177140355379	12.8653374562914	13.8774152683627	0.224168239970088	"chr14"	37703025	37703193	169	"+"	52	67	42	57	65	47
"ENSRNOG00000002248:E036"	"ENSRNOG00000002248"	"E036"	39.5419508786805	0.00148053435121686	0.405946441025165	0.524034135446416	0.957007376039222	11.674211613897	11.2011979700121	-0.12161372601892	"chr14"	37705838	37705922	85	"+"	47	49	36	35	44	30
"ENSRNOG00000002248:E037"	"ENSRNOG00000002248"	"E037"	35.1612432939636	0.0014352811388129	1.21607405955885	0.270132497685603	0.888342394527952	11.1870690189135	10.3608298538204	-0.225120960001733	"chr14"	37706572	37706684	113	"+"	42	42	37	29	37	27
"ENSRNOG00000002248:E038"	"ENSRNOG00000002248"	"E038"	37.7677538295421	0.00712571589674388	0.938250455991891	0.33272818611378	0.904632336250993	11.5816102418165	10.6961007221453	-0.233640303593732	"chr14"	37707758	37707908	151	"+"	48	50	32	34	31	34
"ENSRNOG00000002248:E039"	"ENSRNOG00000002248"	"E039"	32.5153307870846	0.00219669461311861	0.000727782601174454	0.978477722842603	0.997913206291033	10.3367257142029	10.364296469982	0.00780564029477659	"chr14"	37708546	37708649	104	"+"	30	40	33	33	30	30
"ENSRNOG00000002248:E040"	"ENSRNOG00000002248"	"E040"	65.7449033446257	0.00110561660838399	3.64803986816422	0.0561352401369731	0.61373872068193	15.3036147349368	13.8820849326298	-0.289977729756525	"chr14"	37710289	37710474	186	"+"	73	83	74	68	57	44
"ENSRNOG00000002248:E041"	"ENSRNOG00000002248"	"E041"	64.5046550039181	0.0010812343140342	0.95303449971459	0.328948092456576	0.902016391900049	14.8439380400006	14.1206532160931	-0.148518226201913	"chr14"	37711866	37712070	205	"+"	72	81	63	62	60	53
"ENSRNOG00000002248:E042"	"ENSRNOG00000002248"	"E042"	32.7528974399097	0.00210771199110914	0.675450803738215	0.411157638944209	0.930648411773173	10.1337299416342	10.787187515935	0.183176183985736	"chr14"	37713344	37713465	122	"+"	39	35	25	38	41	22
"ENSRNOG00000002248:E043"	"ENSRNOG00000002248"	"E043"	45.6388891825155	0.00173877999275171	0.036081947107391	0.849346362886023	0.992709524988712	12.1831578802187	12.3499537027239	0.0400928140320618	"chr14"	37714083	37714273	191	"+"	55	41	48	55	46	32
"ENSRNOG00000002248:E044"	"ENSRNOG00000002248"	"E044"	42.2085957163926	0.00841485121580739	0.382977389879755	0.536014079379493	0.965478384578932	12.0613312138271	11.5018150739744	-0.139819863531541	"chr14"	37715633	37715727	95	"+"	53	36	52	49	38	28
"ENSRNOG00000002248:E045"	"ENSRNOG00000002248"	"E045"	158.517111104303	0.00685380791724394	0.508377744077137	0.475841962756742	0.938211773384176	21.8801678622016	22.6768295940293	0.110557963955245	"chr14"	37717130	37717737	608	"+"	166	134	186	176	172	125
"ENSRNOG00000002248:E046"	"ENSRNOG00000002248"	"E046"	54.3386954958719	0.00146542823452072	0.00985556772053542	0.920919759123085	0.992709524988712	13.3655673203001	13.3086527460026	-0.0126310831003424	"chr14"	37718104	37718201	98	"+"	58	51	65	60	55	40
"ENSRNOG00000002248:E047"	"ENSRNOG00000002248"	"E047"	45.9535445304317	0.0129710490869116	0.0766470609161729	0.781893707837208	0.990294875362463	12.1553563283162	12.4335185359363	0.0667186348401883	"chr14"	37723255	37723425	171	"+"	40	54	49	35	56	44
"ENSRNOG00000002248:E048"	"ENSRNOG00000002248"	"E048"	32.1998284573839	0.00166145543286051	0.0678148836736057	0.794545285692971	0.991491044839543	10.4334884666726	10.2498590488946	-0.0520322638491075	"chr14"	37724943	37725083	141	"+"	35	40	30	34	35	22
"ENSRNOG00000002248:E049"	"ENSRNOG00000002248"	"E049"	46.3036336536567	0.00129167284466461	2.43950930938172	0.118313230548293	0.740513152022478	11.7623204086785	12.966460579326	0.287465656079172	"chr14"	37727077	37727274	198	"+"	42	49	43	55	58	34
"ENSRNOG00000002248:E050"	"ENSRNOG00000002248"	"E050"	40.3310443703109	0.00170150331516502	0.594611345447802	0.440641459625907	0.938211773384176	11.2759852527244	11.8830257018681	0.154245910262617	"chr14"	37727706	37727867	162	"+"	46	45	32	40	52	31
"ENSRNOG00000002248:E051"	"ENSRNOG00000002248"	"E051"	28.0532549289316	0.0308321363496819	0.795460689323562	0.372454023639728	0.921827085433355	10.2051159377707	9.09991400708357	-0.335215538146725	"chr14"	37727979	37728053	75	"+"	47	32	22	18	35	19
"ENSRNOG00000002248:E052"	"ENSRNOG00000002248"	"E052"	41.9805957988532	0.00527090518850132	0.692472884588668	0.405324532513251	0.930648411773173	12.1330799014549	11.4023739521919	-0.18282951472945	"chr14"	37728344	37728520	177	"+"	61	45	37	35	43	35
"ENSRNOG00000002248:E053"	"ENSRNOG00000002248"	"E053"	49.5854011003321	0.00126519181081623	2.22270304232912	0.13599477612364	0.754978387072136	13.3250478903434	12.2102598349378	-0.258058801874308	"chr14"	37731925	37732128	204	"+"	63	59	51	40	56	34
"ENSRNOG00000002248:E054"	"ENSRNOG00000002248"	"E054"	40.753300258633	0.00767962116374363	1.3072228393185	0.252898091641265	0.884254227866104	12.1045433558964	11.0822295936728	-0.259572334690648	"chr14"	37734208	37734372	165	"+"	45	51	46	28	51	28
"ENSRNOG00000002248:E055"	"ENSRNOG00000002248"	"E055"	45.3963800663852	0.00125852133649428	2.01682906345127	0.155563704836591	0.780674650954742	12.7111478350094	11.6480866007406	-0.257431355291179	"chr14"	37740326	37740573	248	"+"	49	53	55	41	42	35
"ENSRNOG00000002248:E056"	"ENSRNOG00000002248"	"E056"	38.0729838536779	0.00212316631915606	0.00319348412256204	0.954934796220475	0.996111211065108	11.1892353747233	11.2504902043319	0.0160411720866387	"chr14"	37742874	37743081	208	"+"	41	33	47	40	43	27
"ENSRNOG00000002248:E057"	"ENSRNOG00000002248"	"E057"	31.3960106227954	0.00308904838425217	3.54662085598463	0.059666845008681	0.620898640953279	10.8680402516311	9.38163463946995	-0.430679524302366	"chr14"	37744325	37744474	150	"+"	36	33	45	29	25	22
"ENSRNOG00000002248:E058"	"ENSRNOG00000002248"	"E058"	34.5645450671532	0.00158263445000506	0.0421252769737492	0.837381156371236	0.992709524988712	10.7714635272696	10.6300994944087	-0.0387532408087452	"chr14"	37745217	37745315	99	"+"	34	40	38	33	40	25
"ENSRNOG00000002248:E059"	"ENSRNOG00000002248"	"E059"	47.3261428548986	0.00780297435926331	0.12876468075919	0.719716314130159	0.988823204199875	12.6407567657993	12.3303568094447	-0.0733611588169873	"chr14"	37750718	37750786	69	"+"	42	61	52	48	56	29
"ENSRNOG00000002248:E060"	"ENSRNOG00000002248"	"E060"	53.5896240070809	0.0122260022950125	0.680594785450822	0.409381987130771	0.930648411773173	13.7031170957393	12.8081463340933	-0.199854979671095	"chr14"	37753817	37753927	111	"+"	52	78	53	47	63	34
"ENSRNOG00000002248:E061"	"ENSRNOG00000002248"	"E061"	74.5935518378834	0.00182880609967478	1.30675524176378	0.252982977874863	0.884254227866104	16.0173503515921	15.1338616536403	-0.169464685818841	"chr14"	37754961	37755151	191	"+"	101	84	68	77	74	51
"ENSRNOG00000002248:E062"	"ENSRNOG00000002248"	"E062"	166.420050796939	0.00130892039984015	2.22124623401918	0.136123141319881	0.754978387072136	22.2121842719758	23.4039903225173	0.162082844553951	"chr14"	37755303	37756149	847	"+"	180	151	172	194	186	126
"ENSRNOG00000026150:E001"	"ENSRNOG00000026150"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	37759776	37760086	311	"-"	0	0	0	0	0	0
"ENSRNOG00000026150:E002"	"ENSRNOG00000026150"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	37760972	37761046	75	"-"	0	0	0	0	0	0
"ENSRNOG00000026150:E003"	"ENSRNOG00000026150"	"E003"	0.152490254536089	12	2.94697599656502e-12	0.999998630290838	NA	0.191467203144697	0.191466555188583	-9.76469761582166e-06	"chr14"	37761131	37761223	93	"-"	0	0	0	0	1	0
"ENSRNOG00000026150:E004"	"ENSRNOG00000026150"	"E004"	0.152490254536089	12	2.94697599656502e-12	0.999998630290838	NA	0.191465907233408	0.191466555191212	9.76475606417893e-06	"chr14"	37762912	37763712	801	"-"	0	0	0	0	1	0
"ENSRNOG00000026091:E001"	"ENSRNOG00000026091"	"E001"	1.14622814785832	12	0.15587404313418	0.692983948959708	NA	0.207383627359036	0.320328701735392	1.25451469058795	"chr14"	37764839	37765351	513	"-"	0	0	0	4	3	0
"ENSRNOG00000026091:E002"	"ENSRNOG00000026091"	"E002"	0.187338728542649	12	0.201085267576193	0.653846271714772	NA	0.207373185566397	0.128226436466335	-1.38707684231823	"chr14"	37768551	37768761	211	"-"	0	0	0	0	0	1
"ENSRNOG00000026091:E003"	"ENSRNOG00000026091"	"E003"	0.187338728542649	12	0.201085267576193	0.653846271714772	NA	0.207373185566397	0.128226436466335	-1.38707684231819	"chr14"	37769470	37770059	590	"-"	0	0	0	0	0	1
"ENSRNOG00000002271:E001"	"ENSRNOG00000002271"	"E001"	246.000786119461	0.00917560001499777	4.37934052678293	0.0363770693440894	0.539431777322967	25.9487341743655	28.4759688415027	0.296512664406911	"chr14"	37802365	37805157	2793	"-"	245	181	257	255	284	259
"ENSRNOG00000002271:E002"	"ENSRNOG00000002271"	"E002"	51.3113841195318	0.00292597262322267	0.36247118698806	0.547136994453951	0.966520455284296	13.048824127313	12.9152534756178	-0.0304143175352038	"chr14"	37806332	37806647	316	"-"	59	52	50	59	51	40
"ENSRNOG00000002271:E003"	"ENSRNOG00000002271"	"E003"	15.3953213624019	0.00330076613622319	1.2293797956528	0.26752768695502	0.888342394527952	7.47783353147581	6.81325064086099	-0.270550868218422	"chr14"	37811991	37812068	78	"-"	20	16	16	12	13	16
"ENSRNOG00000002271:E004"	"ENSRNOG00000002271"	"E004"	37.8830300407021	0.0162936159017054	0.0823230893739009	0.774173572293717	0.989869615376402	11.2005155891698	11.2517241708652	0.0134030839423804	"chr14"	37819459	37819596	138	"-"	44	42	32	36	53	25
"ENSRNOG00000002271:E005"	"ENSRNOG00000002271"	"E005"	69.9599261235509	0.0194206371412255	0.63211384924864	0.426580998713401	0.938211773384176	15.3900568470002	14.8580116174048	-0.104881002918685	"chr14"	37820084	37820443	360	"-"	97	68	62	52	97	53
"ENSRNOG00000002271:E006"	"ENSRNOG00000002271"	"E006"	47.9807047437734	0.00184767905108086	0.632798718069878	0.426330580396082	0.938211773384176	12.7260848156812	12.4415539755558	-0.0667447008489379	"chr14"	37822683	37822844	162	"-"	66	41	46	51	51	37
"ENSRNOG00000002271:E007"	"ENSRNOG00000002271"	"E007"	57.0953683052669	0.00597838694216284	2.1693911356779	0.140781963831714	0.760240912408265	14.104477187249	13.1835067603627	-0.200100837504501	"chr14"	37828700	37828864	165	"-"	72	61	56	59	45	52
"ENSRNOG00000002271:E008"	"ENSRNOG00000002271"	"E008"	36.1994077710569	0.00172759214091892	0.538896694816003	0.462890331863941	0.938211773384176	11.0662590243695	10.794890112943	-0.0728828068517151	"chr14"	37837889	37838037	149	"-"	46	34	35	29	37	38
"ENSRNOG00000002271:E009"	"ENSRNOG00000002271"	"E009"	9.12280160219801	0.0884300743631572	0.134207454853211	0.714108881034641	NA	5.58476507362981	5.45198974699269	-0.0697357548236428	"chr14"	37870422	37871051	630	"-"	13	8	8	2	10	14
"ENSRNOG00000002278:E001"	"ENSRNOG00000002278"	"E001"	0.680309659126687	0.1183258048608	0.538416759744365	0.463089614152871	NA	1.71094922707871	1.12829234253392	-1.20166034258826	"chr14"	37918652	37919232	581	"+"	0	2	1	0	0	1
"ENSRNOG00000002278:E002"	"ENSRNOG00000002278"	"E002"	4.11307317381323	0.0203919905211934	0.00192476331343983	0.965006335277279	NA	3.69046336877391	3.72915695741179	0.0301555225546744	"chr14"	37919233	37919286	54	"+"	5	2	7	1	6	4
"ENSRNOG00000002278:E003"	"ENSRNOG00000002278"	"E003"	10.3231513268577	0.0321979135902958	2.15294853060476	0.142296387252005	0.761638626283576	5.21534368337113	6.6187702099421	0.691094936745794	"chr14"	37961250	37961323	74	"+"	10	6	12	7	19	9
"ENSRNOG00000002278:E004"	"ENSRNOG00000002278"	"E004"	22.3683022084205	0.0103855599636962	0.334064735823731	0.563275370348573	0.969874068687783	8.33659645474133	8.88896614922419	0.187113270764598	"chr14"	37962801	37962985	185	"+"	24	19	29	10	27	26
"ENSRNOG00000002278:E005"	"ENSRNOG00000002278"	"E005"	14.9412287032844	0.00870498430977378	0.177994408021164	0.673102510124314	0.983440849722955	7.16173351312122	6.83027011358061	-0.137707500899866	"chr14"	37994625	37994729	105	"+"	18	11	24	7	14	16
"ENSRNOG00000002278:E006"	"ENSRNOG00000002278"	"E006"	14.9883925515917	0.0108471694624718	0.182802450994544	0.668975838474621	0.983440849722955	7.16449485213876	6.83232530803778	-0.137954145813856	"chr14"	37997746	37997827	82	"+"	15	14	24	8	13	16
"ENSRNOG00000002278:E007"	"ENSRNOG00000002278"	"E007"	22.2572098861877	0.00309435631687018	1.75645043118746	0.18506787391629	0.810012755251466	8.99246398451719	8.00654079991122	-0.338596097267894	"chr14"	37998466	37998594	129	"+"	28	28	28	12	19	20
"ENSRNOG00000002278:E008"	"ENSRNOG00000002278"	"E008"	19.6323526453232	0.00862496887906494	2.45242865990565	0.117343186156648	0.740513152022478	8.60902997074884	7.35647882341858	-0.457873201604327	"chr14"	38000492	38000529	38	"+"	30	27	20	8	18	17
"ENSRNOG00000002278:E009"	"ENSRNOG00000002278"	"E009"	36.1958217285995	0.00339666400369654	1.9918431829477	0.158148291743788	0.784048362937762	11.3551000631708	10.308368920828	-0.283806723793919	"chr14"	38002033	38002205	173	"+"	55	43	37	19	30	36
"ENSRNOG00000002278:E010"	"ENSRNOG00000002278"	"E010"	19.0359213478908	0.0212156365910557	0.00626840740996215	0.93689480163173	0.992887142814159	7.97082316933384	7.87167019575961	-0.0364480237892186	"chr14"	38004512	38004577	66	"+"	30	17	19	20	11	18
"ENSRNOG00000002278:E011"	"ENSRNOG00000002278"	"E011"	20.7742397213773	0.0147882883477306	0.46670957422441	0.494504825655177	0.944648259486281	8.54700460061301	7.94398838103372	-0.213200380661714	"chr14"	38010345	38010399	55	"+"	33	25	18	17	13	20
"ENSRNOG00000002278:E012"	"ENSRNOG00000002278"	"E012"	15.985055040616	0.0249724330885293	0.246246551002287	0.619730485275876	0.974736218016162	7.52999677053026	7.01138329633012	-0.20748564796195	"chr14"	38012922	38013001	80	"+"	29	19	11	12	14	13
"ENSRNOG00000002278:E013"	"ENSRNOG00000002278"	"E013"	19.6029768049201	0.00310835904328819	0.051777479093488	0.819998696980061	0.991491044839543	7.97814149830607	8.16104436930257	0.0660224878845774	"chr14"	38015321	38015454	134	"+"	29	20	17	13	19	21
"ENSRNOG00000002278:E014"	"ENSRNOG00000002278"	"E014"	11.8602908496834	0.013503311297001	1.0637787995467	0.302354908011653	0.891922237914901	5.89852407514525	6.74033291025238	0.387169183254925	"chr14"	38018575	38018649	75	"+"	20	9	7	10	12	14
"ENSRNOG00000002278:E015"	"ENSRNOG00000002278"	"E015"	19.7792585251199	0.0024206844325823	2.24341242601226	0.134184562689019	0.754978387072136	7.54856679376898	8.67823349651131	0.406249393107639	"chr14"	38019738	38019909	172	"+"	23	17	19	16	20	24
"ENSRNOG00000002278:E016"	"ENSRNOG00000002278"	"E016"	22.5443322334406	0.00376423108820773	0.061770904149526	0.803718535535685	0.991491044839543	8.5588499467343	8.74485541827161	0.0627113435282247	"chr14"	38020256	38020472	217	"+"	27	20	29	19	25	17
"ENSRNOG00000002278:E017"	"ENSRNOG00000002278"	"E017"	13.7012789423521	0.00460221449527015	0.415153425288096	0.519365351616331	0.956689620517731	6.95440568976043	6.45080136680805	-0.218317199748684	"chr14"	38023176	38023240	65	"+"	20	9	21	9	12	12
"ENSRNOG00000002278:E018"	"ENSRNOG00000002278"	"E018"	19.5015548910395	0.0566966253347477	0.555479165460028	0.456087512249455	0.938211773384176	7.68455668878377	8.41804502540366	0.265528473277096	"chr14"	38025928	38026046	119	"+"	25	8	28	22	15	19
"ENSRNOG00000002278:E019"	"ENSRNOG00000002278"	"E019"	17.3119360219584	0.00966728459209454	1.54180397604019	0.214349486571962	0.844544686323836	7.09192595572732	8.08962422377064	0.382974139431774	"chr14"	38026129	38026286	158	"+"	20	11	21	20	15	17
"ENSRNOG00000002278:E020"	"ENSRNOG00000002278"	"E020"	31.5485755944236	0.00364789994605314	0.801591008198628	0.370618109559911	0.921827085433355	9.84758453895606	10.5458707119373	0.200662052999946	"chr14"	38027291	38027920	630	"+"	43	20	38	19	31	39
"ENSRNOG00000002278:E021"	"ENSRNOG00000002278"	"E021"	0.50232706127236	0.128906676120782	2.05428862540235	0.151778127489398	NA	1.71290777811919	0.0540650714616646	-9.97183076072461	"chr14"	38027921	38027925	5	"+"	0	1	2	0	0	0
"ENSRNOG00000025925:E001"	"ENSRNOG00000025925"	"E001"	0.78835628056483	0.090793441492895	0.664259760628994	0.41506010344657	NA	1.84767326550663	1.19997953929033	-1.24581528540683	"chr14"	38030189	38030373	185	"+"	2	1	1	0	1	0
"ENSRNOG00000025925:E002"	"ENSRNOG00000025925"	"E002"	0.975695009107479	0.0656742346999402	0.0387757622796983	0.843893568258223	NA	1.84798578317073	1.69941696185793	-0.241938532141913	"chr14"	38044398	38044572	175	"+"	2	1	1	0	1	1
"ENSRNOG00000025925:E003"	"ENSRNOG00000025925"	"E003"	0.341122127973788	0.263629570752587	0.446182882915089	0.504153238488154	NA	1.31332210960529	0.0154628553479057	-12.8169035756131	"chr14"	38045504	38045606	103	"+"	0	0	2	0	0	0
"ENSRNOG00000025925:E004"	"ENSRNOG00000025925"	"E004"	0.170561063986894	0.358079416679331	0.029764019466775	0.863026759394127	NA	0.927538280002736	0.0154626756996379	-11.8132709478347	"chr14"	38046227	38046429	203	"+"	0	0	1	0	0	0
"ENSRNOG00000025925:E005"	"ENSRNOG00000025925"	"E005"	0.152490254536089	0.369182074809262	0.972486160419187	0.324060919417601	NA	0.0122088410836056	1.19503960802966	13.2262773798328	"chr14"	38048854	38048919	66	"+"	0	0	0	0	1	0
"ENSRNOG00000025925:E006"	"ENSRNOG00000025925"	"E006"	0.152490254536089	0.369182074809262	0.972486160419187	0.324060919417601	NA	0.0122088410836056	1.19503960802966	13.2262773798332	"chr14"	38055632	38055686	55	"+"	0	0	0	0	1	0
"ENSRNOG00000025925:E007"	"ENSRNOG00000025925"	"E007"	0.339828983078738	0.148041650760985	2.75902560294934	0.0967071229303102	NA	0.0122088722522449	1.69940724787733	14.2425237410508	"chr14"	38065238	38065317	80	"+"	0	0	0	0	1	1
"ENSRNOG00000025925:E008"	"ENSRNOG00000025925"	"E008"	0.510390047065631	0.0963504165267765	1.12007023805317	0.289903330377635	NA	0.925471759253412	1.69941169260278	1.75397675320433	"chr14"	38066137	38066264	128	"+"	0	0	1	0	1	1
"ENSRNOG00000025925:E009"	"ENSRNOG00000025925"	"E009"	0.170561063986894	0.358079416679331	0.029764019466775	0.863026759394127	NA	0.927538280002736	0.0154626756996379	-11.8132709478347	"chr14"	38069089	38069163	75	"+"	0	0	1	0	0	0
"ENSRNOG00000025925:E010"	"ENSRNOG00000025925"	"E010"	0.654377075643997	0.077601112754138	2.41058615349277	0.120517232682703	NA	1.85032355991669	0.0154631433155572	-13.8063210546615	"chr14"	38071731	38071902	172	"+"	1	1	2	0	0	0
"ENSRNOG00000025925:E011"	"ENSRNOG00000025925"	"E011"	0.339388742914287	0.193454504866608	0.151120561337798	0.697466801594147	NA	0.923059172584786	1.20556804031372	0.770562683661975	"chr14"	38075282	38075498	217	"+"	1	0	0	0	0	1
"ENSRNOG00000025925:E012"	"ENSRNOG00000025925"	"E012"	0.357899792529543	0.166354125034698	0.183665326302105	0.66824205687773	NA	0.926056290223428	1.2050668060302	0.760007854511644	"chr14"	38079607	38079671	65	"+"	0	0	1	0	0	1
"ENSRNOG00000025925:E013"	"ENSRNOG00000025925"	"E013"	0.187338728542649	0.369819702690993	0.994131705224902	0.318734642026894	NA	0.0122088455196234	1.20864701009991	13.2589522704358	"chr14"	38081926	38082044	119	"+"	0	0	0	0	0	1
"ENSRNOG00000025925:E014"	"ENSRNOG00000025925"	"E014"	0.170561063986894	0.358079416679331	0.029764019466775	0.863026759394127	NA	0.927538280002736	0.0154626756996379	-11.8132709478347	"chr14"	38082595	38082752	158	"+"	0	0	1	0	0	0
"ENSRNOG00000025925:E015"	"ENSRNOG00000025925"	"E015"	1.47365588890226	0.678915956411591	0.000620434550391735	0.980127928455641	NA	2.27191994976712	2.0725155506601	-0.265240524649883	"chr14"	38085220	38085919	700	"+"	1	3	2	2	1	0
"ENSRNOG00000025882:E001"	"ENSRNOG00000025882"	"E001"	2.99739550202534	0.0476087126324617	0.0022709704831243	0.961991436791446	NA	3.10054249284448	3.03684396274748	-0.0599780473707707	"chr14"	38104047	38106711	2665	"-"	4	0	2	4	4	4
"ENSRNOG00000025882:E002"	"ENSRNOG00000025882"	"E002"	1.13960991657196	0.0703960953095485	0.0883134963914856	0.766332244802604	NA	1.7923704775481	1.95610413929047	0.252357830244465	"chr14"	38106712	38107445	734	"-"	1	0	1	1	3	1
"ENSRNOG00000025882:E003"	"ENSRNOG00000025882"	"E003"	0.667430010648009	0.0965121476712303	0.101443940840369	0.750103681513865	NA	1.26866946773806	1.51700429509754	0.515963492533987	"chr14"	38108102	38108262	161	"-"	0	0	1	2	1	0
"ENSRNOG00000025882:E004"	"ENSRNOG00000025882"	"E004"	0.172189346062514	0.371321213796728	-0.0115632122982774	1	NA	0.0461300454017106	0.877774301057613	8.50030460461228	"chr14"	38111021	38111111	91	"-"	0	0	0	1	0	0
"ENSRNOG00000025882:E005"	"ENSRNOG00000025882"	"E005"	0.342750410049407	0.175160282737443	0.26737260518135	0.605099721213869	NA	1.26956720117438	0.877244520122247	-1.06674897923958	"chr14"	38114055	38114111	57	"-"	0	0	1	1	0	0
"ENSRNOG00000025882:E006"	"ENSRNOG00000025882"	"E006"	0.520733007903734	0.153016938673058	-7.37595855824225e-05	1	NA	1.26762643520711	1.24337390476235	-0.0557517122154838	"chr14"	38116044	38116310	267	"-"	0	1	0	1	0	1
"ENSRNOG00000025882:E007"	"ENSRNOG00000025882"	"E007"	0.161204933298572	0.668875716450615	1.12094232368827	0.289715637746891	NA	1.26792104748446	0.0296672989044282	-10.8352333314675	"chr14"	38127899	38128015	117	"-"	0	1	0	0	0	0
"ENSRNOG00000025882:E008"	"ENSRNOG00000025882"	"E008"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	38128016	38128024	9	"-"	0	0	0	0	0	0
"ENSRNOG00000004778:E001"	"ENSRNOG00000004778"	"E001"	31.4647380485086	0.00306098003411244	0.921888722588037	0.336979543608302	0.906112950718561	9.5649061061268	8.79352372502129	-0.245593145673405	"chr14"	38155759	38155865	107	"+"	71	42	46	12	20	5
"ENSRNOG00000004778:E002"	"ENSRNOG00000004778"	"E002"	25.8978770214863	0.00224080279938573	0.0453564338370427	0.831349972482102	0.992709524988712	8.59289804475156	8.4343220622674	-0.0543126340173261	"chr14"	38156597	38156698	102	"+"	63	32	33	7	21	6
"ENSRNOG00000004778:E003"	"ENSRNOG00000004778"	"E003"	29.4318599217762	0.00184475472689849	2.51459449487356	0.112796645046875	0.734073404273315	8.82296144860145	10.1011071504605	0.395436438373038	"chr14"	38158176	38158238	63	"+"	63	39	33	13	30	6
"ENSRNOG00000004778:E004"	"ENSRNOG00000004778"	"E004"	28.8563518078168	0.00228299050850176	0.243442649958297	0.621730633860109	0.974801928486323	8.94893294918519	9.36124799978933	0.131556080780893	"chr14"	38162290	38162331	42	"+"	68	42	29	13	25	4
"ENSRNOG00000004778:E005"	"ENSRNOG00000004778"	"E005"	34.3958104325938	0.00173629141531121	0.693925405715547	0.404832405358468	0.930648411773173	9.99876684636891	9.36200381748596	-0.19245424741576	"chr14"	38162421	38162528	108	"+"	85	49	40	14	26	2
"ENSRNOG00000004778:E006"	"ENSRNOG00000004778"	"E006"	23.462079141838	0.00255830171214964	0.997706731167582	0.317866048786294	0.899257757599601	8.32293277532798	7.52373865471139	-0.293946106242376	"chr14"	38164455	38164562	108	"+"	58	30	32	10	16	1
"ENSRNOG00000004778:E007"	"ENSRNOG00000004778"	"E007"	23.1750643392327	0.00283122926717114	1.18325373942083	0.27669459299282	0.888342394527952	8.28753850199799	7.38526281354818	-0.335560865144285	"chr14"	38165773	38165879	107	"+"	59	30	30	11	13	2
"ENSRNOG00000004778:E008"	"ENSRNOG00000004778"	"E008"	122.95809185595	0.00231673501183918	0.878687145678398	0.348561511868393	0.908567703331353	18.1437341450993	18.8530803542324	0.116128796260945	"chr14"	38169596	38171010	1415	"+"	293	162	139	36	121	21
"ENSRNOG00000058588:E001"	"ENSRNOG00000058588"	"E001"	1.04746047936067	0.110223088124177	0.786131874555224	0.375272330473173	NA	1.43760220058536	2.19529713749145	1.22208290563506	"chr14"	38192446	38192574	129	"+"	1	1	0	1	0	3
"ENSRNOG00000058588:E002"	"ENSRNOG00000058588"	"E002"	1.20866541265924	0.15658053022118	0.216414545624744	0.641785540736936	NA	1.76018450803221	2.1993811535818	0.643108067656675	"chr14"	38192868	38192869	2	"+"	1	2	0	1	0	3
"ENSRNOG00000058588:E003"	"ENSRNOG00000058588"	"E003"	4.85074672245969	0.0107232496348999	0.0353895047946651	0.850781811547407	NA	4.06566612875902	3.93619962280911	-0.0935947362481331	"chr14"	38192870	38193122	253	"+"	6	4	6	4	3	6
"ENSRNOG00000058588:E004"	"ENSRNOG00000058588"	"E004"	21.8402478201579	0.00281837817054089	1.26462911602134	0.260776677507573	0.885069620164075	8.87771675605389	8.06475738221049	-0.280009013113839	"chr14"	38195749	38195925	177	"+"	27	28	22	16	17	22
"ENSRNOG00000058588:E005"	"ENSRNOG00000058588"	"E005"	15.8799168138037	0.00518091717976732	0.694990274640432	0.404472172167904	0.930648411773173	7.58080450380304	6.96796784933842	-0.245100336489893	"chr14"	38200070	38200179	110	"+"	21	23	12	8	18	15
"ENSRNOG00000058588:E006"	"ENSRNOG00000058588"	"E006"	17.590097580396	0.00429445573335769	1.44054496107415	0.230051174262974	0.867108702493437	7.16768601899987	8.13615381165454	0.36879426760495	"chr14"	38202180	38202310	131	"+"	19	17	14	10	22	24
"ENSRNOG00000058588:E007"	"ENSRNOG00000058588"	"E007"	18.9855532953274	0.00284693408445151	0.172285682926656	0.678088386899434	0.983440849722955	7.78147572759008	8.13410982709566	0.129060868595915	"chr14"	38205485	38205663	179	"+"	21	21	17	12	23	21
"ENSRNOG00000058588:E008"	"ENSRNOG00000058588"	"E008"	11.255909794241	0.028614218838351	0.0954841019044466	0.757317708761456	0.989869615376402	6.31927349344146	5.96968587195228	-0.165110906828641	"chr14"	38205877	38206038	162	"+"	21	12	6	11	10	9
"ENSRNOG00000058588:E009"	"ENSRNOG00000058588"	"E009"	10.4981328086509	0.0148511295219214	0.120003312053271	0.729030897378321	0.989869615376402	5.74830480033121	6.06629094699856	0.156146459367613	"chr14"	38206135	38206235	101	"+"	7	11	14	10	11	10
